ancien_nom,nouveau_nom,url
"DALL·E 2024-10-29 06.21.34 - A historical illustration representing the First Sino-Japanese War around 1894, in the style of traditional Japanese woodblock prints. The scene shows.webp",dalle_2024_10_29_062134_50d20920.webp,https://ppxmtnuewcixbbmhnzzc.supabase.co/storage/v1/object/public/evenements-image/dalle_2024_10_29_062134_50d20920.webp
"DALL·E 2024-10-29 06.21.40 - An artistic representation of the Spanish-American War of 1898, inspired by American realism. The scene shows U.S. ships off the coast, with smoke ris.webp",dalle_2024_10_29_062140_227fc97a.webp,https://ppxmtnuewcixbbmhnzzc.supabase.co/storage/v1/object/public/evenements-image/dalle_2024_10_29_062140_227fc97a.webp
"DALL·E 2024-10-29 06.21.45 - An evocative historical illustration of the Boxer Rebellion around 1900, in a style inspired by Chinese traditional ink and color painting. The image .webp",dalle_2024_10_29_062145_a4e25992.webp,https://ppxmtnuewcixbbmhnzzc.supabase.co/storage/v1/object/public/evenements-image/dalle_2024_10_29_062145_a4e25992.webp
"DALL·E 2024-10-29 06.21.50 - An illustration representing the Boer War around 1902, in the style of British war paintings. The scene shows British and Boer soldiers in a rugged So.webp",dalle_2024_10_29_062150_619b2275.webp,https://ppxmtnuewcixbbmhnzzc.supabase.co/storage/v1/object/public/evenements-image/dalle_2024_10_29_062150_619b2275.webp
"DALL·E 2024-10-29 06.21.54 - A realistic, detailed illustration of the first flight by the Wright brothers in 1903, inspired by early 20th-century aviation art. The scene shows th.webp",dalle_2024_10_29_062154_b12b6408.webp,https://ppxmtnuewcixbbmhnzzc.supabase.co/storage/v1/object/public/evenements-image/dalle_2024_10_29_062154_b12b6408.webp
"DALL·E 2024-10-29 06.22.00 - A historical illustration of the signing of the Hay-Bunau-Varilla Treaty in 1903, in the style of early American realism. The scene captures two diplo.webp",dalle_2024_10_29_062200_968f815e.webp,https://ppxmtnuewcixbbmhnzzc.supabase.co/storage/v1/object/public/evenements-image/dalle_2024_10_29_062200_968f815e.webp
"DALL·E 2024-10-29 06.22.05 - An artistic representation of the signing of the Entente Cordiale in 1904, inspired by the Impressionist style. The scene shows diplomats from France .webp",dalle_2024_10_29_062205_6c4f1a02.webp,https://ppxmtnuewcixbbmhnzzc.supabase.co/storage/v1/object/public/evenements-image/dalle_2024_10_29_062205_6c4f1a02.webp
"DALL·E 2024-10-29 06.22.10 - An elegant, scientific-style illustration symbolizing Einstein's theory of relativity in 1905. Inspired by Art Nouveau, it shows symbolic representati.webp",dalle_2024_10_29_062210_73b5ad12.webp,https://ppxmtnuewcixbbmhnzzc.supabase.co/storage/v1/object/public/evenements-image/dalle_2024_10_29_062210_73b5ad12.webp
"DALL·E 2024-10-29 06.22.15 - An abstract, symbolic illustration of the Austrian products boycott in 1908, inspired by early 20th-century propaganda art. The image features symboli.webp",dalle_2024_10_29_062215_8ba81d29.webp,https://ppxmtnuewcixbbmhnzzc.supabase.co/storage/v1/object/public/evenements-image/dalle_2024_10_29_062215_8ba81d29.webp
DALL·E 2024-10-29 06.22.20 - An illustration representing the Young Turks Revolution of 1908 in a style inspired by Ottoman miniatures. The scene depicts symbolic figures gathered.webp,dalle_2024_10_29_062220_2883abcc.webp,https://ppxmtnuewcixbbmhnzzc.supabase.co/storage/v1/object/public/evenements-image/dalle_2024_10_29_062220_2883abcc.webp
"DALL·E 2024-10-29 06.22.25 - An illustration representing the Mexican Revolution of 1910, in a style inspired by Mexican muralism. The scene features symbolic depictions of revolu.webp",dalle_2024_10_29_062225_11d8a188.webp,https://ppxmtnuewcixbbmhnzzc.supabase.co/storage/v1/object/public/evenements-image/dalle_2024_10_29_062225_11d8a188.webp
"DALL·E 2024-10-29 06.22.30 - An abstract, symbolic illustration of the Chinese Revolution of 1911, inspired by traditional Chinese ink wash art with a modern twist. The scene uses.webp",dalle_2024_10_29_062230_fb456cbf.webp,https://ppxmtnuewcixbbmhnzzc.supabase.co/storage/v1/object/public/evenements-image/dalle_2024_10_29_062230_fb456cbf.webp
"DALL·E 2024-10-29 06.22.35 - A formal and dignified illustration depicting the creation of the Federal Reserve in 1913, in the style of classical American realism. The image shows.webp",dalle_2024_10_29_062235_5c3706f0.webp,https://ppxmtnuewcixbbmhnzzc.supabase.co/storage/v1/object/public/evenements-image/dalle_2024_10_29_062235_5c3706f0.webp
"DALL·E 2024-10-29 06.22.40 - An artistic representation of the United States entering World War I in 1917, in the style of early 20th-century American realism. The scene shows sol.webp",dalle_2024_10_29_062240_fb4f309a.webp,https://ppxmtnuewcixbbmhnzzc.supabase.co/storage/v1/object/public/evenements-image/dalle_2024_10_29_062240_fb4f309a.webp
"DALL·E 2024-10-29 06.22.45 - An elegant and detailed illustration of the founding of the Bauhaus school in 1919. The style is inspired by modernist art with a touch of Art Deco, f.webp",dalle_2024_10_29_062245_996d2296.webp,https://ppxmtnuewcixbbmhnzzc.supabase.co/storage/v1/object/public/evenements-image/dalle_2024_10_29_062245_996d2296.webp
"DALL·E 2024-10-29 06.22.51 - A historically inspired illustration of the signing of the Treaty of Sèvres in 1920. The style is reminiscent of neoclassical painting, with diplomats.webp",dalle_2024_10_29_062251_4fad3cdd.webp,https://ppxmtnuewcixbbmhnzzc.supabase.co/storage/v1/object/public/evenements-image/dalle_2024_10_29_062251_4fad3cdd.webp
"DALL·E 2024-10-29 06.22.53 - An illustration of the March on Rome in 1922, in the style of classical Italian Renaissance art with a modern twist. The image depicts people gathered.webp",dalle_2024_10_29_062253_f2b5e394.webp,https://ppxmtnuewcixbbmhnzzc.supabase.co/storage/v1/object/public/evenements-image/dalle_2024_10_29_062253_f2b5e394.webp
DALL·E 2024-10-29 06.22.58 - A detailed and realistic depiction of Alexander Fleming's discovery of penicillin in 1928. The style is inspired by classic scientific illustrations w.webp,dalle_2024_10_29_062258_e712cff8.webp,https://ppxmtnuewcixbbmhnzzc.supabase.co/storage/v1/object/public/evenements-image/dalle_2024_10_29_062258_e712cff8.webp
"DALL·E 2024-10-29 06.23.01 - An abstract and symbolic illustration inspired by the 1925 Scopes Trial, using vibrant colors and bold lines. The scene subtly represents a courtroom .webp",dalle_2024_10_29_062301_16ab3f72.webp,https://ppxmtnuewcixbbmhnzzc.supabase.co/storage/v1/object/public/evenements-image/dalle_2024_10_29_062301_16ab3f72.webp
"DALL·E 2024-10-29 06.23.07 - An artistic depiction of the foundation of the Republic of Turkey in 1923, in a style inspired by Ottoman miniatures but with modern influences. The i.webp",dalle_2024_10_29_062307_8313616c.webp,https://ppxmtnuewcixbbmhnzzc.supabase.co/storage/v1/object/public/evenements-image/dalle_2024_10_29_062307_8313616c.webp
