ancien_nom,nouveau_nom,url
"DALL·E 2024-11-14 18.59.25 - Depiction of a paper mill scene in France in 1320, set by a river with craftsmen working on paper production. The style is gentle and realistic, with .webp",dalle_2024_11_14_185925_391381ab.webp,https://ppxmtnuewcixbbmhnzzc.supabase.co/storage/v1/object/public/evenements-image/dalle_2024_11_14_185925_391381ab.webp
"DALL·E 2024-11-14 18.59.27 - Dimly lit medieval scene showing the authorization of anatomical dissections in Paris in 1231. In a shadowed room, students and a professor examine a .webp",dalle_2024_11_14_185927_c2498b1c.webp,https://ppxmtnuewcixbbmhnzzc.supabase.co/storage/v1/object/public/evenements-image/dalle_2024_11_14_185927_c2498b1c.webp
"DALL·E 2024-11-14 18.59.29 - Scene of a medieval medical lecture at the School of Medicine in Montpellier, 1150. Professors and students, dressed in robes, are gathered around a t.webp",dalle_2024_11_14_185929_767c8fb0.webp,https://ppxmtnuewcixbbmhnzzc.supabase.co/storage/v1/object/public/evenements-image/dalle_2024_11_14_185929_767c8fb0.webp
"DALL·E 2024-11-14 18.59.31 - Lively medieval scene at the first Champagne fairs in 1137. Merchants and traders are busy at their colorful stalls selling cloth, spices, and other g.webp",dalle_2024_11_14_185931_8e7c346c.webp,https://ppxmtnuewcixbbmhnzzc.supabase.co/storage/v1/object/public/evenements-image/dalle_2024_11_14_185931_8e7c346c.webp
"DALL·E 2024-11-14 18.59.32 - Close-up scene showing a noble hand holding a newly minted franc coin in 1360. The coin is crafted in bright gold, with intricate designs on the metal.webp",dalle_2024_11_14_185932_51e01e99.webp,https://ppxmtnuewcixbbmhnzzc.supabase.co/storage/v1/object/public/evenements-image/dalle_2024_11_14_185932_51e01e99.webp
"DALL·E 2024-11-14 18.59.34 - Close-up view of a Templar knight signing an early bill of exchange in 1141. The scene is detailed and realistic, with the knight’s gloved hand holdin.webp",dalle_2024_11_14_185934_064bd50c.webp,https://ppxmtnuewcixbbmhnzzc.supabase.co/storage/v1/object/public/evenements-image/dalle_2024_11_14_185934_064bd50c.webp
"DALL·E 2024-11-14 18.59.36 - Desolate countryside scene from the Great Famine of 1315. Emaciated peasants in ragged clothing are searching the barren fields, with expressions of e.webp",dalle_2024_11_14_185936_184f61d7.webp,https://ppxmtnuewcixbbmhnzzc.supabase.co/storage/v1/object/public/evenements-image/dalle_2024_11_14_185936_184f61d7.webp
"DALL·E 2024-11-14 18.59.38 - Nighttime street scene showing the 1413 Cabochiens revolt. Armed citizens in rough armor stand defiantly, holding makeshift weapons. The sky is dark w.webp",dalle_2024_11_14_185938_29d860d4.webp,https://ppxmtnuewcixbbmhnzzc.supabase.co/storage/v1/object/public/evenements-image/dalle_2024_11_14_185938_29d860d4.webp
"DALL·E 2024-11-14 18.59.40 - Depiction of the 1382 Maillotin revolt in Paris. Citizens, some in rudimentary armor, wielding large mallets and torches, fill the street. The scene h.webp",dalle_2024_11_14_185940_695350ba.webp,https://ppxmtnuewcixbbmhnzzc.supabase.co/storage/v1/object/public/evenements-image/dalle_2024_11_14_185940_695350ba.webp
"DALL·E 2024-11-14 18.59.42 - Dynamic scene depicting the 1358 Jacquerie uprising, showing angry peasants in simple clothes with makeshift weapons, confronting soldiers. The style .webp",dalle_2024_11_14_185942_7ca8f028.webp,https://ppxmtnuewcixbbmhnzzc.supabase.co/storage/v1/object/public/evenements-image/dalle_2024_11_14_185942_7ca8f028.webp
DALL·E 2024-11-14 18.59.43 - Interior view in a neo-gothic style of the Sainte-Chapelle upon completion in 1250. Looking up at the colorful stained-glass windows that reach toward.webp,dalle_2024_11_14_185943_a7e7b593.webp,https://ppxmtnuewcixbbmhnzzc.supabase.co/storage/v1/object/public/evenements-image/dalle_2024_11_14_185943_a7e7b593.webp
"DALL·E 2024-11-14 18.59.45 - Close-up scene from 1330 showing the first public clock installed in Paris. A detailed view of the clock mounted on a Gothic building, with intricate .webp",dalle_2024_11_14_185945_67e1e6b5.webp,https://ppxmtnuewcixbbmhnzzc.supabase.co/storage/v1/object/public/evenements-image/dalle_2024_11_14_185945_67e1e6b5.webp
DALL·E 2024-11-14 18.59.46 - Outdoor scene depicting the creation of the University of Paris in 1200. Professors and students in medieval robes are engaged in conversation near a .webp,dalle_2024_11_14_185946_054ecccd.webp,https://ppxmtnuewcixbbmhnzzc.supabase.co/storage/v1/object/public/evenements-image/dalle_2024_11_14_185946_054ecccd.webp
"DALL·E 2024-11-14 18.59.48 - Interior scene from 1420 showing the signing of the Treaty of Troyes. French and English representatives are seated at a grand wooden table, signing i.webp",dalle_2024_11_14_185948_881243c6.webp,https://ppxmtnuewcixbbmhnzzc.supabase.co/storage/v1/object/public/evenements-image/dalle_2024_11_14_185948_881243c6.webp
"DALL·E 2024-11-14 18.59.49 - Nighttime scene in a dark alley in Paris in 1407, showing the assassination of the Duke of Orléans. The setting is dimly lit with torchlight casting d.webp",dalle_2024_11_14_185949_7f8c429d.webp,https://ppxmtnuewcixbbmhnzzc.supabase.co/storage/v1/object/public/evenements-image/dalle_2024_11_14_185949_7f8c429d.webp
"DALL·E 2024-11-14 18.59.51 - Close-up view of the French infantry at the Battle of Agincourt in 1415, standing in a muddy field under heavy rain. Realistic style with earthy tones.webp",dalle_2024_11_14_185951_57e8c7af.webp,https://ppxmtnuewcixbbmhnzzc.supabase.co/storage/v1/object/public/evenements-image/dalle_2024_11_14_185951_57e8c7af.webp
"DALL·E 2024-11-14 18.59.53 - Panoramic view of the Viking siege of Paris in 886. Paris is surrounded by Viking longships, with fires burning within the city. The style is realisti.webp",dalle_2024_11_14_185953_a8b1dd77.webp,https://ppxmtnuewcixbbmhnzzc.supabase.co/storage/v1/object/public/evenements-image/dalle_2024_11_14_185953_a8b1dd77.webp
"DALL·E 2024-11-14 18.59.55 - Dramatic bird's-eye view of the Battle of Roncevaux Pass in 778, showing soldiers in armor struggling on steep mountain slopes. The scene is set with .webp",dalle_2024_11_14_185955_3f04c8bf.webp,https://ppxmtnuewcixbbmhnzzc.supabase.co/storage/v1/object/public/evenements-image/dalle_2024_11_14_185955_3f04c8bf.webp
"DALL·E 2024-11-14 19.00.00 - Intimate scene in a medieval illuminated style showing the founding of the Templar order in 1120. Founders are dressed in plain white robes, adorned w.webp",dalle_2024_11_14_190000_81907bca.webp,https://ppxmtnuewcixbbmhnzzc.supabase.co/storage/v1/object/public/evenements-image/dalle_2024_11_14_190000_81907bca.webp
DALL·E 2024-11-14 19.00.02 - Interior scene depicting the founding of the Cistercian order in 1098. Monks in simple white robes are praying or reading in a modestly decorated abbe.webp,dalle_2024_11_14_190002_335041d0.webp,https://ppxmtnuewcixbbmhnzzc.supabase.co/storage/v1/object/public/evenements-image/dalle_2024_11_14_190002_335041d0.webp
"DALL·E 2024-11-14 19.00.04 - Scene in a dramatic neoclassical style, depicting the baptism of Clovis in 498. Clovis stands at the center surrounded by clergy in a richly decorated.webp",dalle_2024_11_14_190004_f3bbd95c.webp,https://ppxmtnuewcixbbmhnzzc.supabase.co/storage/v1/object/public/evenements-image/dalle_2024_11_14_190004_f3bbd95c.webp
