ancien_nom,nouveau_nom,url
"DALL·E 2024-12-19 21.35.52 - A formal signing room with a large wooden table, men in frock coats, glass doors in the background, a solemn atmosphere, rendered in a realistic color.webp",dalle_2024_12_19_213552_00b7d195.webp,https://ppxmtnuewcixbbmhnzzc.supabase.co/storage/v1/object/public/evenements-image/dalle_2024_12_19_213552_00b7d195.webp
"DALL·E 2024-12-19 21.35.56 - A simple international office with blurred maps on the walls, men in dark suits working around wooden desks, rendered in a realistic color photographi.webp",dalle_2024_12_19_213556_9c9d3e15.webp,https://ppxmtnuewcixbbmhnzzc.supabase.co/storage/v1/object/public/evenements-image/dalle_2024_12_19_213556_9c9d3e15.webp
"DALL·E 2024-12-19 21.35.58 - An ancient oriental palace with closed gates, guards in traditional uniforms, a silent crowd in the foreground, rendered in a realistic color photogra.webp",dalle_2024_12_19_213558_612c2707.webp,https://ppxmtnuewcixbbmhnzzc.supabase.co/storage/v1/object/public/evenements-image/dalle_2024_12_19_213558_612c2707.webp
"DALL·E 2024-12-19 21.36.00 - A garden of a manor with a table covered by white cloths, men in austere suits sitting around it, a formal atmosphere, rendered in a realistic color p.webp",dalle_2024_12_19_213600_bb535b32.webp,https://ppxmtnuewcixbbmhnzzc.supabase.co/storage/v1/object/public/evenements-image/dalle_2024_12_19_213600_bb535b32.webp
"DALL·E 2024-12-19 21.36.02 - A snowy forest with soldiers in white coats on skis, vintage rifles in hand, distant smoke, rendered in a realistic color photographic style true to t.webp",dalle_2024_12_19_213602_524e2782.webp,https://ppxmtnuewcixbbmhnzzc.supabase.co/storage/v1/object/public/evenements-image/dalle_2024_12_19_213602_524e2782.webp
"DALL·E 2024-12-19 21.36.04 - A technical room with circular metal antennas, scientists in gray lab coats, and old cathode monitors, rendered in a realistic color photographic styl.webp",dalle_2024_12_19_213604_6423546a.webp,https://ppxmtnuewcixbbmhnzzc.supabase.co/storage/v1/object/public/evenements-image/dalle_2024_12_19_213604_6423546a.webp
"DALL·E 2024-12-19 21.36.06 - A destroyed Asian street with debris, frightened silhouettes, and a dark somber atmosphere, rendered in a realistic color photographic style true to t.webp",dalle_2024_12_19_213606_6d688e59.webp,https://ppxmtnuewcixbbmhnzzc.supabase.co/storage/v1/object/public/evenements-image/dalle_2024_12_19_213606_6d688e59.webp
"DALL·E 2024-12-19 21.36.09 - A rural Chinese village with soldiers in faded green uniforms, concerned civilians in traditional clothing, rendered in a realistic color photographic.webp",dalle_2024_12_19_213609_3997b930.webp,https://ppxmtnuewcixbbmhnzzc.supabase.co/storage/v1/object/public/evenements-image/dalle_2024_12_19_213609_3997b930.webp
"DALL·E 2024-12-19 21.36.11 - A nuclear power plant with cooling towers emitting light smoke, old maintenance vehicles nearby, a muted color photographic style true to the 1970s.webp",dalle_2024_12_19_213611_08b9c0f2.webp,https://ppxmtnuewcixbbmhnzzc.supabase.co/storage/v1/object/public/evenements-image/dalle_2024_12_19_213611_08b9c0f2.webp
"DALL·E 2024-12-19 21.36.13 - A simple meeting room with men in dark suits, round lamps hanging from the ceiling, a formal atmosphere, rendered in a realistic color photographic st.webp",dalle_2024_12_19_213613_5f0fb180.webp,https://ppxmtnuewcixbbmhnzzc.supabase.co/storage/v1/object/public/evenements-image/dalle_2024_12_19_213613_5f0fb180.webp
