ancien_nom,nouveau_nom,url
"DALL·E 2025-01-19 18.13.13 - A scene inspired by the style of Jean-François Millet, depicting Edward the Elder succeeding Alfred the Great as king. The image shows Edward standing.webp",dalle_2025_01_19_181313_b11fcbf5.webp,https://ppxmtnuewcixbbmhnzzc.supabase.co/storage/v1/object/public/evenements-image/dalle_2025_01_19_181313_b11fcbf5.webp
"DALL·E 2025-01-19 18.13.21 - A scene inspired by the style of Jean-François Millet, depicting the death of Alfred the Great, King of Wessex. The image shows Alfred lying in a mode.webp",dalle_2025_01_19_181321_63ae1fe9.webp,https://ppxmtnuewcixbbmhnzzc.supabase.co/storage/v1/object/public/evenements-image/dalle_2025_01_19_181321_63ae1fe9.webp
"DALL·E 2025-01-19 18.13.27 - A scene inspired by the style of Jean-François Millet, depicting the Synod of the Cadaver in Rome. The image shows a somber interior with a group of t.webp",dalle_2025_01_19_181327_1c9a7a2a.webp,https://ppxmtnuewcixbbmhnzzc.supabase.co/storage/v1/object/public/evenements-image/dalle_2025_01_19_181327_1c9a7a2a.webp
"DALL·E 2025-01-19 18.13.30 - A scene inspired by the style of Jean-François Millet, depicting the death of Pope Formosus. The image shows the pope lying on a simple wooden bed in .webp",dalle_2025_01_19_181330_e05a913c.webp,https://ppxmtnuewcixbbmhnzzc.supabase.co/storage/v1/object/public/evenements-image/dalle_2025_01_19_181330_e05a913c.webp
"DALL·E 2025-01-19 18.13.39 - A scene inspired by the style of Jean-François Millet, depicting the entrance of the Magyars into the Carpathian Basin. The image shows three figures .webp",dalle_2025_01_19_181339_95a4cdaf.webp,https://ppxmtnuewcixbbmhnzzc.supabase.co/storage/v1/object/public/evenements-image/dalle_2025_01_19_181339_95a4cdaf.webp
"DALL·E 2025-01-19 18.13.47 - A scene inspired by the style of Jean-François Millet, depicting the coronation of Charles the Simple as King of West Francia. The image shows Charles.webp",dalle_2025_01_19_181347_71ef40c2.webp,https://ppxmtnuewcixbbmhnzzc.supabase.co/storage/v1/object/public/evenements-image/dalle_2025_01_19_181347_71ef40c2.webp
"DALL·E 2025-01-19 18.13.56 - A scene inspired by the style of Jean-François Millet, depicting Eudes of Paris being crowned King of West Francia. The image shows Eudes standing on .webp",dalle_2025_01_19_181356_77399b0c.webp,https://ppxmtnuewcixbbmhnzzc.supabase.co/storage/v1/object/public/evenements-image/dalle_2025_01_19_181356_77399b0c.webp
"DALL·E 2025-01-19 18.13.58 - A scene inspired by the style of Jean-François Millet, depicting the deposition of Charles the Fat and the disintegration of the Carolingian Empire. T.webp",dalle_2025_01_19_181358_0e060393.webp,https://ppxmtnuewcixbbmhnzzc.supabase.co/storage/v1/object/public/evenements-image/dalle_2025_01_19_181358_0e060393.webp
"DALL·E 2025-01-19 18.14.07 - A scene inspired by the style of Jean-François Millet, depicting Prince Oleg of Novgorod taking control of Kiev, marking the birth of the Kievan Rus'.webp",dalle_2025_01_19_181407_e8ddd7b7.webp,https://ppxmtnuewcixbbmhnzzc.supabase.co/storage/v1/object/public/evenements-image/dalle_2025_01_19_181407_e8ddd7b7.webp
"DALL·E 2025-01-19 18.14.14 - A scene inspired by the style of Jean-François Millet, depicting the coronation of Charles the Fat as Emperor of the West. The image shows Charles sea.webp",dalle_2025_01_19_181414_1c996ee2.webp,https://ppxmtnuewcixbbmhnzzc.supabase.co/storage/v1/object/public/evenements-image/dalle_2025_01_19_181414_1c996ee2.webp
"DALL·E 2025-01-19 18.14.23 - A scene inspired by the style of Jean-François Millet, depicting the Treaty of Wedmore and the creation of the Danelaw in northern England. The image .webp",dalle_2025_01_19_181423_18ada321.webp,https://ppxmtnuewcixbbmhnzzc.supabase.co/storage/v1/object/public/evenements-image/dalle_2025_01_19_181423_18ada321.webp
"DALL·E 2025-01-19 18.14.26 - A scene inspired by the style of Jean-François Millet, depicting the death of Charles the Bald, King of West Francia. The image shows the king lying o.webp",dalle_2025_01_19_181426_566adf0a.webp,https://ppxmtnuewcixbbmhnzzc.supabase.co/storage/v1/object/public/evenements-image/dalle_2025_01_19_181426_566adf0a.webp
"DALL·E 2025-01-19 18.14.34 - A scene inspired by the style of Jean-François Millet, depicting the first permanent Viking settlement in Iceland. The image shows a modest wooden str.webp",dalle_2025_01_19_181434_f79c8412.webp,https://ppxmtnuewcixbbmhnzzc.supabase.co/storage/v1/object/public/evenements-image/dalle_2025_01_19_181434_f79c8412.webp
"DALL·E 2025-01-19 18.14.36 - A scene inspired by the style of Jean-François Millet, depicting Alfred the Great as he becomes King of Wessex. The image shows Alfred standing in a s.webp",dalle_2025_01_19_181436_8bc53319.webp,https://ppxmtnuewcixbbmhnzzc.supabase.co/storage/v1/object/public/evenements-image/dalle_2025_01_19_181436_8bc53319.webp
"DALL·E 2025-01-19 18.14.43 - A scene inspired by the style of Jean-François Millet, depicting the printing of the Diamond Sutra in ancient China, the oldest dated printed book. Th.webp",dalle_2025_01_19_181443_dd820265.webp,https://ppxmtnuewcixbbmhnzzc.supabase.co/storage/v1/object/public/evenements-image/dalle_2025_01_19_181443_dd820265.webp
"DALL·E 2025-01-19 18.14.52 - A scene inspired by the style of Jean-François Millet, depicting the proclamation of the Edict of Pistres by Charles the Bald to counter Viking invasi.webp",dalle_2025_01_19_181452_26985a1c.webp,https://ppxmtnuewcixbbmhnzzc.supabase.co/storage/v1/object/public/evenements-image/dalle_2025_01_19_181452_26985a1c.webp
"DALL·E 2025-01-19 18.14.55 - A scene inspired by the style of Jean-François Millet, showing Saints Cyril and Methodius beginning their mission among the Slavs in Great Moravia. Th.webp",dalle_2025_01_19_181455_51be23e9.webp,https://ppxmtnuewcixbbmhnzzc.supabase.co/storage/v1/object/public/evenements-image/dalle_2025_01_19_181455_51be23e9.webp
"DALL·E 2025-01-19 18.15.02 - A scene inspired by the style of Jean-François Millet, depicting the establishment of the Rurik dynasty in Novgorod. The image shows Riurik standing n.webp",dalle_2025_01_19_181502_f95ed9ef.webp,https://ppxmtnuewcixbbmhnzzc.supabase.co/storage/v1/object/public/evenements-image/dalle_2025_01_19_181502_f95ed9ef.webp
"DALL·E 2025-01-19 18.15.04 - A scene inspired by the style of Jean-François Millet, showing the attack of the Rus’ on Constantinople. The focus is on a few sailors arriving by boa.webp",dalle_2025_01_19_181504_802e28a9.webp,https://ppxmtnuewcixbbmhnzzc.supabase.co/storage/v1/object/public/evenements-image/dalle_2025_01_19_181504_802e28a9.webp
"DALL·E 2025-01-19 18.15.19 - A scene inspired by the style of Jean-François Millet, depicting Pope Nicholas I at the start of his pontificate. The setting is a simple, humble inte.webp",dalle_2025_01_19_181519_6f600f1a.webp,https://ppxmtnuewcixbbmhnzzc.supabase.co/storage/v1/object/public/evenements-image/dalle_2025_01_19_181519_6f600f1a.webp
