ancien_nom,nouveau_nom,url
"DALL·E 2024-11-08 18.48.46 - A dark, smoky depiction of early industrial factories and machines, inspired by 18th-century engravings. Monochrome tones with shading reflect the gri.webp",dalle_2024_11_08_184846_f4509704.webp,https://ppxmtnuewcixbbmhnzzc.supabase.co/storage/v1/object/public/evenements-image/dalle_2024_11_08_184846_f4509704.webp
"DALL·E 2024-11-08 18.48.48 - An elegant scientific illustration of Newton's Principia Mathematica, with detailed diagrams, calculations, and a vintage parchment background. Sepia .webp",dalle_2024_11_08_184848_00595de9.webp,https://ppxmtnuewcixbbmhnzzc.supabase.co/storage/v1/object/public/evenements-image/dalle_2024_11_08_184848_00595de9.webp
DALL·E 2024-11-08 18.48.50 - A Baroque-style illustration of Galileo observing Jupiter through a telescope. Starry skies and vibrant colors capture the wonder of astronomy with a .webp,dalle_2024_11_08_184850_594f79cf.webp,https://ppxmtnuewcixbbmhnzzc.supabase.co/storage/v1/object/public/evenements-image/dalle_2024_11_08_184850_594f79cf.webp
"DALL·E 2024-11-08 18.48.52 - A vintage map-style illustration of Magellan's voyage, with a wooden ship navigating unknown seas. Sepia tones and cartographic details bring a sense .webp",dalle_2024_11_08_184852_cd23c0ff.webp,https://ppxmtnuewcixbbmhnzzc.supabase.co/storage/v1/object/public/evenements-image/dalle_2024_11_08_184852_cd23c0ff.webp
"DALL·E 2024-11-08 18.48.54 - A grand Renaissance architectural drawing of Saint Peter’s Basilica under construction, with scaffolding, workers, and intricate stonework. Soft, warm.webp",dalle_2024_11_08_184854_e053d1ae.webp,https://ppxmtnuewcixbbmhnzzc.supabase.co/storage/v1/object/public/evenements-image/dalle_2024_11_08_184854_e053d1ae.webp
"DALL·E 2024-11-08 18.48.56 - A Renaissance illustration of Michelangelo as a young artist, surrounded by sketches and sculptures. Soft lighting and a classical art style highlight.webp",dalle_2024_11_08_184856_011b1a90.webp,https://ppxmtnuewcixbbmhnzzc.supabase.co/storage/v1/object/public/evenements-image/dalle_2024_11_08_184856_011b1a90.webp
"DALL·E 2024-11-08 18.48.57 - A Renaissance portrait illustration of Leonardo da Vinci, styled with soft pastel colors and delicate shading. Inspired by the classical portraiture o.webp",dalle_2024_11_08_184857_8c56cd76.webp,https://ppxmtnuewcixbbmhnzzc.supabase.co/storage/v1/object/public/evenements-image/dalle_2024_11_08_184857_8c56cd76.webp
"DALL·E 2024-11-08 18.48.59 - A woodcut-style image of Gutenberg operating the first printing press, surrounded by pages and ink. A monochromatic palette with bold lines captures t.webp",dalle_2024_11_08_184859_b253c8d3.webp,https://ppxmtnuewcixbbmhnzzc.supabase.co/storage/v1/object/public/evenements-image/dalle_2024_11_08_184859_b253c8d3.webp
"DALL·E 2024-11-08 18.49.01 - A haunting, dark-toned illustration showing the arrival of the Black Plague in Constantinople, with ghostly figures, narrow streets, and shadowy alley.webp",dalle_2024_11_08_184901_afa709d8.webp,https://ppxmtnuewcixbbmhnzzc.supabase.co/storage/v1/object/public/evenements-image/dalle_2024_11_08_184901_afa709d8.webp
"DALL·E 2024-11-08 18.49.03 - A medieval European woodcut-style scene of Fibonacci presenting the Liber Abaci, with Arabic numerals prominently displayed. Dark ink lines and a mini.webp",dalle_2024_11_08_184903_c4050864.webp,https://ppxmtnuewcixbbmhnzzc.supabase.co/storage/v1/object/public/evenements-image/dalle_2024_11_08_184903_c4050864.webp
"DALL·E 2024-11-08 18.49.05 - A medieval European manuscript illustration of scholars gathering at the University of Bologna, set under Romanesque arches. Ornate borders and earthy.webp",dalle_2024_11_08_184905_0ad0406f.webp,https://ppxmtnuewcixbbmhnzzc.supabase.co/storage/v1/object/public/evenements-image/dalle_2024_11_08_184905_0ad0406f.webp
"DALL·E 2024-11-08 18.49.06 - A Persian manuscript-style artwork with Al-Khwarizmi showcasing the concept of zero. Intricate geometric borders, colorful arabesques, and stylized nu.webp",dalle_2024_11_08_184906_cf910b2e.webp,https://ppxmtnuewcixbbmhnzzc.supabase.co/storage/v1/object/public/evenements-image/dalle_2024_11_08_184906_cf910b2e.webp
