ancien_nom,nouveau_nom,url
"DALL·E 2024-11-22 17.37.32 - A highly abstract and artistic depiction of the first face transplant in 2005. The scene features two semi-transparent, overlapping human profiles, sy.webp",dalle_2024_11_22_173732_dfda4f8b.webp,https://ppxmtnuewcixbbmhnzzc.supabase.co/storage/v1/object/public/evenements-image/dalle_2024_11_22_173732_dfda4f8b.webp
DALL·E 2024-11-22 17.37.50 - A realistic depiction of the discovery of the Lascaux caves in 1940. The scene shows the interior of the cave illuminated by the warm glow of an oil l.webp,dalle_2024_11_22_173750_1783006c.webp,https://ppxmtnuewcixbbmhnzzc.supabase.co/storage/v1/object/public/evenements-image/dalle_2024_11_22_173750_1783006c.webp
DALL·E 2024-11-22 17.37.56 - A realistic depiction of the launch of Google in 1998. The scene shows a vintage computer displaying an early version of the Google search engine on i.webp,dalle_2024_11_22_173756_71c6982b.webp,https://ppxmtnuewcixbbmhnzzc.supabase.co/storage/v1/object/public/evenements-image/dalle_2024_11_22_173756_71c6982b.webp
DALL·E 2024-11-22 17.38.02 - A realistic depiction of the discovery of the ancient city of Troy by Heinrich Schliemann in 1871. The scene shows an archaeological team working amon.webp,dalle_2024_11_22_173802_daf0d65d.webp,https://ppxmtnuewcixbbmhnzzc.supabase.co/storage/v1/object/public/evenements-image/dalle_2024_11_22_173802_daf0d65d.webp
"DALL·E 2024-11-22 17.38.06 - A realistic depiction of the discovery of the tomb of Philip II of Macedon in 1977. The scene shows an archaeologist standing near an ancient tomb, wi.webp",dalle_2024_11_22_173806_5b75acd3.webp,https://ppxmtnuewcixbbmhnzzc.supabase.co/storage/v1/object/public/evenements-image/dalle_2024_11_22_173806_5b75acd3.webp
"DALL·E 2024-11-22 17.38.13 - A dramatic depiction of the launch of Voyager 1 in 1977. The scene shows a rocket lifting off from its launch pad, with bright flames and thick plumes.webp",dalle_2024_11_22_173813_01b3214d.webp,https://ppxmtnuewcixbbmhnzzc.supabase.co/storage/v1/object/public/evenements-image/dalle_2024_11_22_173813_01b3214d.webp
DALL·E 2024-11-22 17.38.19 - A realistic depiction of the invention of the internal combustion engine in 1859. The scene shows an early prototype of the engine on a sturdy wooden .webp,dalle_2024_11_22_173819_03a6314d.webp,https://ppxmtnuewcixbbmhnzzc.supabase.co/storage/v1/object/public/evenements-image/dalle_2024_11_22_173819_03a6314d.webp
DALL·E 2024-11-22 17.38.24 - A realistic depiction of the invention of the World Wide Web by Tim Berners-Lee in 1989. The scene features an early computer displaying one of the fi.webp,dalle_2024_11_22_173824_5eea7088.webp,https://ppxmtnuewcixbbmhnzzc.supabase.co/storage/v1/object/public/evenements-image/dalle_2024_11_22_173824_5eea7088.webp
DALL·E 2024-11-22 17.38.29 - A realistic depiction of Zacharias Janssen inventing the microscope in 1590. The scene shows an artisan in a 16th-century workshop meticulously assemb.webp,dalle_2024_11_22_173829_33f157c6.webp,https://ppxmtnuewcixbbmhnzzc.supabase.co/storage/v1/object/public/evenements-image/dalle_2024_11_22_173829_33f157c6.webp
"DALL·E 2024-11-22 17.38.37 - A realistic depiction of James Chadwick's discovery of the neutron in 1932. The scene is set in a vintage physics laboratory, featuring experimental a.webp",dalle_2024_11_22_173837_034b7926.webp,https://ppxmtnuewcixbbmhnzzc.supabase.co/storage/v1/object/public/evenements-image/dalle_2024_11_22_173837_034b7926.webp
"DALL·E 2024-11-22 17.38.45 - A realistic depiction of Albert Szent-Györgyi's discovery of vitamin C in 1932. The scene is set in a laboratory, where a table is covered with beaker.webp",dalle_2024_11_22_173845_261e0af4.webp,https://ppxmtnuewcixbbmhnzzc.supabase.co/storage/v1/object/public/evenements-image/dalle_2024_11_22_173845_261e0af4.webp
DALL·E 2024-11-22 17.38.51 - A realistic depiction of the development of quantum mechanics in 1925. The scene portrays a group of scientists engaged in intense discussion in a vin.webp,dalle_2024_11_22_173851_f9eddd36.webp,https://ppxmtnuewcixbbmhnzzc.supabase.co/storage/v1/object/public/evenements-image/dalle_2024_11_22_173851_f9eddd36.webp
DALL·E 2024-11-22 17.38.58 - A realistic depiction of the first kidney transplant by Joseph Murray in 1954. The scene shows a sterile operating room with a team of surgeons workin.webp,dalle_2024_11_22_173858_65b21488.webp,https://ppxmtnuewcixbbmhnzzc.supabase.co/storage/v1/object/public/evenements-image/dalle_2024_11_22_173858_65b21488.webp
"DALL·E 2024-11-22 17.39.04 - A dramatic and realistic depiction of Alexei Leonov's first spacewalk in 1965. The scene shows Leonov floating in the vast darkness of space, tethered.webp",dalle_2024_11_22_173904_62cb1d49.webp,https://ppxmtnuewcixbbmhnzzc.supabase.co/storage/v1/object/public/evenements-image/dalle_2024_11_22_173904_62cb1d49.webp
