ancien_nom,nouveau_nom,url
"DALL·E 2024-12-18 13.09.19 - A European street from the early 20th century with a stopped vintage car near a historical building, symbolic of the assassination of Archduke Franz F.webp",dalle_2024_12_18_130919_d24729a5.webp,https://ppxmtnuewcixbbmhnzzc.supabase.co/storage/v1/object/public/evenements-image/dalle_2024_12_18_130919_d24729a5.webp
"DALL·E 2024-12-18 13.09.22 - A modest room with wooden furniture and neutral decor, showing a historic moment with a small flag of Israel in the background and symbolic documents .webp",dalle_2024_12_18_130922_039a7979.webp,https://ppxmtnuewcixbbmhnzzc.supabase.co/storage/v1/object/public/evenements-image/dalle_2024_12_18_130922_039a7979.webp
"DALL·E 2024-12-18 13.09.24 - A desert landscape with military vehicles in the distance, minimal characters, under a bright sky, depicted in a realistic color style.webp",dalle_2024_12_18_130924_8bb7715f.webp,https://ppxmtnuewcixbbmhnzzc.supabase.co/storage/v1/object/public/evenements-image/dalle_2024_12_18_130924_8bb7715f.webp
"DALL·E 2024-12-18 13.09.26 - A large crowd in simple work clothing with minimalistic flags in a modest urban setting, depicted in a realistic color style with a subdued atmosphere.webp",dalle_2024_12_18_130926_b47176c6.webp,https://ppxmtnuewcixbbmhnzzc.supabase.co/storage/v1/object/public/evenements-image/dalle_2024_12_18_130926_b47176c6.webp
"DALL·E 2024-12-18 13.09.28 - A street divided by a partially constructed concrete wall, a few workers in the distance, with a backdrop of austere urban buildings, depicted in a re.webp",dalle_2024_12_18_130928_0177a453.webp,https://ppxmtnuewcixbbmhnzzc.supabase.co/storage/v1/object/public/evenements-image/dalle_2024_12_18_130928_0177a453.webp
"DALL·E 2024-12-18 13.09.30 - An Eastern European urban square with damaged surroundings and a few military vehicles, no prominent characters, depicted in a realistic color style w.webp",dalle_2024_12_18_130930_15063d05.webp,https://ppxmtnuewcixbbmhnzzc.supabase.co/storage/v1/object/public/evenements-image/dalle_2024_12_18_130930_15063d05.webp
"DALL·E 2024-12-18 13.09.31 - A European street with makeshift barricades, damaged surroundings, and minimalistic flags, depicted in a realistic color style with a tense atmosphere.webp",dalle_2024_12_18_130931_c435d55a.webp,https://ppxmtnuewcixbbmhnzzc.supabase.co/storage/v1/object/public/evenements-image/dalle_2024_12_18_130931_c435d55a.webp
"DALL·E 2024-12-18 13.09.34 - A large austere courtroom with wooden benches, judges in black robes, military officers in vintage uniforms, no visible inscriptions, styled as a blac.webp",dalle_2024_12_18_130934_45bc05a1.webp,https://ppxmtnuewcixbbmhnzzc.supabase.co/storage/v1/object/public/evenements-image/dalle_2024_12_18_130934_45bc05a1.webp
"DALL·E 2024-12-18 13.09.39 - A neoclassical building engulfed in flames during the night, silhouettes of firefighters wearing vintage helmets amidst dense smoke, styled as a black.webp",dalle_2024_12_18_130939_ee191be2.webp,https://ppxmtnuewcixbbmhnzzc.supabase.co/storage/v1/object/public/evenements-image/dalle_2024_12_18_130939_ee191be2.webp
"DALL·E 2024-12-18 13.09.41 - An old armored train on a snowy track, fighters wearing thick coats and fur hats, with neutral flags in the background, styled as an early 20th-centur.webp",dalle_2024_12_18_130941_187a2516.webp,https://ppxmtnuewcixbbmhnzzc.supabase.co/storage/v1/object/public/evenements-image/dalle_2024_12_18_130941_187a2516.webp
"DALL·E 2024-12-18 13.09.43 - An urban landscape destroyed by war, with debris of brick buildings, soldiers wearing long coats and vintage rifles, under a gray sky, styled as a bla.webp",dalle_2024_12_18_130943_49f2659b.webp,https://ppxmtnuewcixbbmhnzzc.supabase.co/storage/v1/object/public/evenements-image/dalle_2024_12_18_130943_49f2659b.webp
"DALL·E 2024-12-18 13.09.45 - A dark vast ocean with an ocean liner tilted as it begins to sink, wooden lifeboats scattered around, smoke in the distance, styled as a realistic his.webp",dalle_2024_12_18_130945_6ce6c5d7.webp,https://ppxmtnuewcixbbmhnzzc.supabase.co/storage/v1/object/public/evenements-image/dalle_2024_12_18_130945_6ce6c5d7.webp
"DALL·E 2024-12-18 13.09.47 - A group of officials wearing austere uniforms, gathered around a massive wooden table with documents spread on it, set in a solemn environment, captur.webp",dalle_2024_12_18_130947_d58cf814.webp,https://ppxmtnuewcixbbmhnzzc.supabase.co/storage/v1/object/public/evenements-image/dalle_2024_12_18_130947_d58cf814.webp
"DALL·E 2024-12-18 13.09.49 - A meeting room with a large wooden table, government officials wearing dark suits seated around it, with a simple and formal decor, captured in a blac.webp",dalle_2024_12_18_130949_30768860.webp,https://ppxmtnuewcixbbmhnzzc.supabase.co/storage/v1/object/public/evenements-image/dalle_2024_12_18_130949_30768860.webp
"DALL·E 2024-12-18 13.09.51 - An assembly in a large and austere hall with plain decorations, men dressed in dark coats and vintage hats from the 1920s, a solemn atmosphere capture.webp",dalle_2024_12_18_130951_0f7968b6.webp,https://ppxmtnuewcixbbmhnzzc.supabase.co/storage/v1/object/public/evenements-image/dalle_2024_12_18_130951_0f7968b6.webp
"DALL·E 2024-12-18 13.09.54 - A sepia-toned view of an old government building with modest flags, surrounded by a small crowd dressed in coats and hats typical of the 1920s, styled.webp",dalle_2024_12_18_130954_94766614.webp,https://ppxmtnuewcixbbmhnzzc.supabase.co/storage/v1/object/public/evenements-image/dalle_2024_12_18_130954_94766614.webp
"DALL·E 2024-12-18 13.09.56 - An old stadium in black and white, featuring players in retro jerseys without logos, using an antique football, and a tightly packed crowd seated in w.webp",dalle_2024_12_18_130956_5dccf617.webp,https://ppxmtnuewcixbbmhnzzc.supabase.co/storage/v1/object/public/evenements-image/dalle_2024_12_18_130956_5dccf617.webp
"DALL·E 2024-12-18 13.09.58 - A low-angle view of an Art Deco skyscraper against a gray sky, with workers wearing old metal helmets, styled as a black-and-white photo from the 1930.webp",dalle_2024_12_18_130958_cc5bd32c.webp,https://ppxmtnuewcixbbmhnzzc.supabase.co/storage/v1/object/public/evenements-image/dalle_2024_12_18_130958_cc5bd32c.webp
"DALL·E 2024-12-18 13.09.59 - Interior view of an old spacecraft module, dimly lit, with analog instruments and a vintage spacesuit floating in zero gravity, captured in a 1970s ph.webp",dalle_2024_12_18_130959_8195f1ab.webp,https://ppxmtnuewcixbbmhnzzc.supabase.co/storage/v1/object/public/evenements-image/dalle_2024_12_18_130959_8195f1ab.webp
"DALL·E 2024-12-18 13.10.01 - An aerial black-and-white scene depicting old military ships facing a tropical coastline, with a tense atmosphere, captured in the style of a 1960s ph.webp",dalle_2024_12_18_131001_f8e68935.webp,https://ppxmtnuewcixbbmhnzzc.supabase.co/storage/v1/object/public/evenements-image/dalle_2024_12_18_131001_f8e68935.webp
